Time,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30,Day31
1:15,3719.2896,3421.3461,4357.0155,2236.1673,3931.9929,3041.9725,3184.0797,2714.7032,2375.0082,2311.2657,2259.1425,3605.377,2533.0093,2119.7644,1897.5584,2783.5725,3087.6931,2042.7027,2538.3735,3341.4869,3902.6838,2079.8156,2469.4183,2524.5348,3577.888,2701.2632,2400.4558,3986.0108,2102.1966,2006.778,1932.4588
1:20,3796.6979,3401.9525,4110.4904,2184.7158,3789.2978,3110.7896,3214.4757,2502.0681,2353.4033,2398.0335,2214.4611,3530.0722,2482.65,2072.3855,1893.5914,2565.512,3057.2786,2165.2249,2426.5043,3356.9461,4104.5158,2191.914,2564.2994,2529.4295,3700.7145,2780.5076,2308.504,3795.6295,2336.9184,2168.1548,1821.1255
1:25,3868.0259,3333.6552,4062.9603,2144.6258,3809.5369,3091.3426,3185.6652,2495.4015,2342.6146,2278.1524,2205.9515,3548.745,2552.4958,2090.4715,1891.0037,2743.0751,3119.7783,1975.7897,2474.9759,3562.9745,4256.4823,2454.9354,2591.2406,2652.4199,3678.8846,2561.9158,2551.1151,4097.8456,2102.7613,2120.0319,1911.129
1:30,3747.285,3401.7568,3971.7994,2276.5031,3820.8499,2955.405,3219.4527,2439.3675,2432.8721,2306.7516,2172.8968,3540.1433,2545.9227,2074.1698,1916.0763,2780.5391,3140.4497,1644.623,2430.8237,3565.7337,4110.0925,2090.3847,2735.7069,2742.062,3712.7099,2624.4543,2399.8963,4128.7077,2062.2501,2067.2832,1933.383
1:35,3681.2867,3397.5678,3928.1514,2244.8404,3763.7459,3006.3933,3090.4581,2406.3214,2391.1102,2315.3938,2194.1309,3472.0117,2669.4745,2001.9472,1880.1727,2734.6964,3000.8793,1941.2681,2653.8772,3490.8173,4147.9464,2050.5167,2692.5842,2601.5522,3695.4937,3001.0962,2517.5382,2968.133,2095.6642,2163.1156,1801.2113
1:40,3531.1364,3186.68,3950.5615,2490.9326,3932.0828,2971.001,3026.7073,2474.2062,2498.5838,2309.7114,2169.9612,3523.1747,2507.2233,2100.2757,1880.2565,2899.2667,3016.0737,2017.0584,2612.0117,3277.3195,4119.4724,2008.5262,2795.1051,2472.8719,3589.2489,2929.423,2695.6755,2839.8565,2104.4942,2317.5697,1829.0399
1:45,3571.2743,3187.2292,3775.3095,2430.3633,3862.1855,2890.6782,3139.2392,2320.3334,2389.9762,2380.8522,2094.3868,3451.2997,2429.7231,1984.1393,1947.0717,2882.0469,3149.7803,1878.7037,2642.3057,3121.1423,4178.008,2133.4883,2681.0495,2223.7595,3700.7614,2782.4052,2325.0092,2909.9343,2207.2957,2401.7079,1900.7332
1:50,3565.7838,3175.7729,3859.6568,2349.9572,3804.3336,2929.5591,3019.6789,2238.7976,2500.6153,2138.0954,2164.4568,3450.0878,2451.271,1962.3983,1849.8804,2723.3841,3083.0325,1912.6906,2670.9427,3066.9401,4341.6024,1986.2168,2887.0441,2312.5745,3610.5397,2646.5099,2543.6296,2837.0619,2336.7812,2830.1152,1939.1526
1:55,3506.6596,3271.0709,3775.4413,2460.1324,3963.2502,2822.0773,3048.1198,2203.8313,2442.5447,2202.5914,2004.0795,3491.1832,2471.5879,2009.0901,1968.2904,2717.5791,3225.2421,2048.0455,2619.3148,3164.5554,4267.2583,2145.3294,2960.5091,2542.5224,3272.766,2676.1417,2395.8604,2858.6221,2266.0309,2933.6952,1776.2839
2:00,3420.7685,3218.8604,3729.8837,2452.0915,3900.7746,2764.0224,3018.3951,2111.7359,2450.8619,2269.0639,2081.4728,3483.8525,2388.4736,2004.7213,1945.489,2760.4704,3262.7901,1863.6448,2517.161,3134.7352,4110.8052,2065.1665,2800.123,2414.3601,2901.9341,2757.4647,2491.4063,2741.8825,2071.1824,2662.0028,1816.2966
2:05,3523.1378,3359.6516,3595.7248,2512.7571,3836.2462,2763.9687,2955.622,2326.459,2606.9448,2270.6126,2138.4584,3594.8125,2565.2938,1963.2417,1894.7954,2771.306,3081.5187,1887.921,2594.7449,3268.2873,4137.3796,1932.9423,2759.6959,2332.4756,2832.5858,2810.1869,2482.3328,2914.9419,2246.2688,2787.4633,1821.6707
2:10,3428.4005,3448.8125,3380.3565,2543.7936,3800.403,2810.1992,2906.8852,2311.5759,2644.1888,2309.3964,2165.2224,3325.8222,2609.4504,2003.744,1850.6598,2730.7077,3014.7465,1847.7462,2617.4194,3075.0939,4141.7344,2052.3763,2830.02,2180.0645,2931.8428,2827.7567,2446.4683,2999.408,2137.4898,2936.8483,1807.7385
2:15,3395.8682,3411.6239,3423.0499,2740.0015,3832.0409,2771.3146,2841.0806,2287.0544,2801.2021,2193.1812,2076.8073,3217.6834,2516.8324,2081.4336,1851.2431,2716.9311,3102.4995,1859.7358,2555.9652,3220.6094,3830.3631,2073.3733,2883.1931,2453.2085,2897.429,2828.6647,2388.4533,2908.7221,2080.2878,2898.0218,1776.1274
2:20,3530.3731,3333.3368,3414.855,2769.6491,3805.6298,2734.6086,2802.832,2336.8211,2747.2307,2268.3088,2148.5567,3101.1175,2724.9121,2045.1131,1747.8549,2909.3461,3002.8425,1908.154,2594.7438,3236.7886,3655.7822,2138.9149,2964.3043,2375.0967,2871.3579,2658.5201,2505.161,2950.8827,2214.43,2766.0561,1826.6597
2:25,3501.3037,3387.1432,3417.3631,2667.0088,3813.1797,2906.6346,2837.8674,2359.6589,2730.1944,2066.4558,1983.1491,3015.5283,2821.9056,2317.9018,1722.202,3052.3531,2911.3883,1813.5712,2616.9084,3296.1266,3584.1873,1916.7539,3006.8648,2349.3895,2849.7331,2695.5455,2351.0696,3121.2169,2122.131,2840.9701,1842.3623
2:30,3382.6312,3332.6113,3525.944,2610.1029,3847.2572,2882.5284,2861.1353,2323.3916,2730.0938,2154.831,2175.3861,3173.6408,2691.3313,2621.8262,1654.4824,2962.0976,3052.9587,1831.7168,2631.9744,3125.7789,3617.5898,2021.1059,3038.6258,2306.1447,2879.0115,2848.0412,2512.5219,2993.9719,2111.9268,2980.4684,1917.2353
2:35,3393.8298,3304.2603,3455.2541,2503.7605,3571.035,2967.4832,2893.1307,2265.4579,2798.1233,2051.7346,1874.6314,3079.3905,2664.1184,2288.5055,1642.8563,2905.0232,3102.9908,1871.2617,2624.5077,3075.3704,3607.6444,1946.6161,3036.055,2361.0745,2835.5894,2729.8838,2580.9853,2960.1236,2175.9302,2768.47,1850.0324
2:40,3518.9789,3336.0146,3573.0744,2579.8482,3505.7417,3103.7615,2978.136,2229.4976,2820.5418,2099.5686,1831.5245,2947.995,2691.4482,2273.7154,1671.1999,2889.6992,2959.0504,1697.5093,2531.3139,3132.6044,3587.4066,2079.875,3161.8933,2403.9968,2771.2834,2776.3799,2528.0518,2862.4179,2227.9728,2913.1386,1841.7388
2:45,3529.6004,3538.7247,3456.3453,2715.3152,3507.7816,2975.5981,3000.7552,2287.8394,2735.2388,2036.788,1903.4773,3095.9744,2801.821,2348.0874,1702.3988,2872.7903,3060.667,1671.932,2578.6485,3066.2917,3624.5583,2017.8909,3114.0107,2513.1592,2769.344,2710.4398,2574.4071,3027.5921,2180.434,2958.6198,1901.3276
2:50,3578.7946,4013.204,3530.4323,2598.5347,3507.0543,2965.888,3011.7128,2276.4565,2512.3499,2181.9145,2072.3174,3180.0376,2689.3373,2539.2877,1653.9761,2829.6061,3089.0671,1748.7759,2513.0807,3000.0852,3592.2151,2002.3071,3002.7016,2443.1725,2825.8947,2753.1073,2628.3818,2959.0896,2214.2133,3025.242,1939.8014
2:55,3528.2289,4012.8181,3431.0429,2561.4598,3439.9027,3200.0725,2951.6606,2315.0082,2529.9382,2112.7192,2033.7753,3134.1366,2163.053,2477.8741,1691.4738,2750.0813,2998.4437,1785.8185,2508.802,2952.8705,3633.1641,2030.5566,3063.2142,2537.4119,3049.9339,2709.8772,2569.5365,3057.2021,2244.3658,3003.6153,1886.6336
3:00,3526.986,3798.7653,3492.7948,2586.8282,3352.0762,3299.4147,3208.3782,2436.3701,2525.6593,1958.8291,2043.3215,3221.5495,2179.6685,2453.3481,1759.1244,2745.5825,3044.1514,1832.6832,2579.9881,2937.4917,3516.8433,1923.7639,2989.8092,2469.9398,3078.7111,2671.8364,2734.8765,3162.3164,2234.525,2981.2772,1924.9169
3:05,3450.744,3558.4366,3262.7391,2664.6386,3352.3997,3310.6987,3119.0801,2492.7788,2559.0113,1956.6534,2057.5389,3051.7548,1991.8575,2548.7887,1833.7777,2749.9352,3093.7546,1862.1245,2529.6664,3041.9041,3573.5568,2159.2674,2918.7251,2338.4338,3101.9675,2713.8046,3045.8122,3332.9847,2204.5749,3092.3284,1909.2023
3:10,3483.2004,3585.8337,3174.9626,2717.8531,3379.5667,3334.4094,3115.651,2428.5631,2571.4309,2075.4468,2172.0285,3102.9288,2139.1125,2521.4339,1677.7437,2810.4344,3039.1759,1762.3522,2592.6331,2945.8935,3575.3119,2091.6997,2955.4918,2412.8207,3152.471,2766.1217,3040.5225,3061.1848,2142.9252,2993.1052,1868.9599
3:15,3610.1394,3783.0959,3235.9662,2786.1966,3220.0932,3289.5173,3190.3156,2383.6429,2485.799,2228.7111,2055.2301,3122.4841,2125.7741,2504.1022,1740.7383,2804.0719,2980.721,1680.1628,2621.0057,3000.8998,3571.7042,2214.1668,2918.1963,2366.5136,3177.2375,2632.5615,2746.1381,3017.6719,2112.5215,2920.8285,1822.1866
3:20,3598.7894,3726.4976,3292.8978,2723.4414,3259.6239,3331.8886,3237.7406,2367.8058,2574.8461,2036.8011,2042.2725,3109.4861,2177.7804,2397.3868,1817.2593,2803.7353,2942.3378,1656.2926,2566.8046,3288.5423,3570.4988,1980.0059,2824.3837,2334.2191,3156.687,2576.5139,2827.4543,3188.8791,2139.7606,2943.6306,1827.4252
3:25,3277.9628,3673.9941,3269.0501,2709.3752,3318.9181,3258.6005,3116.2754,2496.9413,2539.4708,1792.9658,2226.746,3193.989,2301.5675,2392.9471,2986.7653,2806.1531,3034.5093,1675.5757,2623.6275,2963.5908,3579.7736,1979.3235,2886.0935,2403.4693,3131.7193,2611.6077,3004.1738,3080.4834,2209.6374,3481.838,1868.7909
3:30,3312.768,3740.0655,3327.3365,2587.3718,3385.0404,3171.0077,3422.6684,2460.3291,2469.2141,1651.0058,2304.8689,3142.2046,2263.4328,2452.3202,3009.1445,3053.3945,3068.9647,1534.553,2614.1046,2889.5846,3402.3366,2054.9388,2952.4573,2422.5736,3143.5515,2420.2553,2935.8717,2931.1534,2224.4946,3559.7915,1858.4263
3:35,3289.9081,3766.1859,3351.8784,2540.964,3595.547,3095.0642,3286.3291,2378.2463,2534.7477,1677.9009,2338.7761,3158.994,2340.1337,2481.6813,3041.7977,2929.1072,3004.984,1635.2662,2582.1788,2886.5932,3437.0866,2075.425,2958.6498,2669.256,3083.1342,2588.9347,2919.7567,2984.398,2235.5006,3435.3392,1809.0467
3:40,3327.714,3774.0083,3297.7982,2404.9569,3886.7219,3075.4918,3358.6675,2388.8814,2515.8632,1836.2826,2361.1886,3204.2692,2375.7514,2418.3558,3023.5852,2949.6036,2960.1192,1674.3788,2588.8216,2926.2575,3437.4789,2114.5383,2788.8013,2576.3003,2991.395,2524.9279,2835.2377,3003.0264,2266.1288,3526.7362,1800.3403
3:45,3262.206,3634.0815,3300.4186,2305.5806,3966.193,3106.4063,3290.3318,2381.8913,2604.6977,1967.8496,2344.9881,3163.695,2368.8054,2336.9181,2979.6221,2927.417,2878.8475,1695.0267,2553.6206,3001.6935,2331.7644,2044.602,2803.0753,2425.7043,3106.1311,2500.6962,2819.4233,3184.3134,2267.4021,3580.6533,1824.6364
3:50,3243.4998,3589.4644,3367.9181,2299.273,3871.1715,3052.941,3249.2809,2382.0834,2593.8807,1908.077,2348.1432,3229.8965,2373.1512,2299.2433,2902.1297,2869.2901,2776.1759,1679.1684,2487.9255,3164.9322,2349.7284,2158.3672,2816.8603,2393.7986,3112.5584,2550.188,2726.0473,3132.0804,2274.2703,3667.9948,1778.903
3:55,3144.0865,3695.9231,3467.9848,1966.5073,4032.4531,3175.8632,3309.2429,2401.6239,2653.1497,1894.9855,2459.7899,3274.1732,2503.2942,2294.7496,2923.6506,2904.6904,2915.5282,1539.2385,2569.4832,3135.3172,2491.3605,2101.0277,2704.3657,2386.57,3249.2134,2524.4415,2726.417,3158.527,2343.0167,3680.9331,1790.4084
4:00,3113.3333,3913.4731,3489.8283,1960.7576,3894.8877,3603.3576,3336.8261,2432.7799,2552.8507,1937.3269,2434.9421,3258.9409,2433.793,2373.7989,3187.7789,2888.2809,2926.9765,1685.8219,2559.8282,3135.5125,2394.5151,1911.2719,2645.239,2338.8762,3256.5355,2482.2318,2704.182,3027.8577,2253.3453,3404.1658,1818.6113
4:05,3248.2191,3887.3404,3318.8938,1967.5411,3983.7707,3703.0193,3330.5048,2236.8628,2528.3669,1966.1689,2427.7927,3216.7507,2427.7368,2439.7368,3070.2128,2843.3997,2819.2016,1785.8807,2670.2954,3202.2815,2622.4223,1820.7835,2561.8162,2371.4327,3276.2773,2537.601,2767.7875,3141.1372,2179.202,3329.9185,1983.9492
4:10,3347.9569,3827.3245,3308.9041,1940.7252,4039.3907,3640.3088,3277.9324,2190.1656,2497.1923,2149.3838,2249.4855,3149.9175,2501.9331,2454.0884,2904.2609,2854.6272,2862.471,1601.8368,2662.5252,3388.2292,2532.6495,1736.0608,2560.5214,2348.4869,3351.0133,2517.0393,2844.5994,3034.3778,2216.7403,3284.2964,1909.3612
4:15,3314.5699,3723.8231,3258.8771,2015.201,3865.0844,3466.5027,3363.6794,2232.5629,2366.8087,2033.0625,2093.5808,3162.5515,2480.5737,2529.5615,2828.7187,2916.491,2906.8776,1813.3406,2511.2576,3219.9497,2622.0571,1685.5863,2546.8951,2439.0153,3429.1445,2616.7124,2817.5774,3174.532,2371.2513,3330.6647,1808.4191
4:20,3299.5615,3722.8592,3275.26,1935.7072,3894.9401,3296.5893,3447.1767,2144.6169,2244.4632,2241.7999,2086.9357,3108.6725,2290.021,2563.4562,2917.1756,3022.3419,2739.4822,1756.6419,2311.225,3392.9523,2660.54,1827.1752,2297.766,2502.0843,3241.2536,2693.2473,2819.3951,3120.3209,2353.0924,3586.8116,1819.9012
4:25,3418.5099,3830.9392,3284.9262,1892.3816,3692.4791,3399.1588,3164.5402,2232.2911,2201.3593,2264.1345,2135.6032,3040.0081,2289.434,2569.1402,2856.3472,2956.9163,2921.2548,1864.8152,2306.924,3310.0292,2618.9272,1813.9659,2189.8791,2481.3531,3161.0575,2690.2767,2825.8542,3123.9661,2363.0039,3550.465,1815.4107
4:30,3271.0527,3928.4753,3269.4009,1848.3498,3810.4967,3442.6435,3181.0737,2137.9728,2314.0469,2399.1606,2067.6897,3070.6056,2189.0956,2503.4621,2997.5555,2816.053,3002.4478,1859.3459,2235.2487,3356.1517,2653.6931,1763.1421,2128.0546,2357.8273,3134.2352,2904.4179,2833.9206,3076.1512,2332.6277,3474.5431,1780.0643
4:35,3334.6558,3806.2723,2935.4634,1819.377,3891.1229,3437.8085,3240.1837,2032.4898,2486.5739,2269.8776,2041.0079,3039.7846,2246.5282,2286.3998,3079.8432,2586.1496,2931.841,1759.7046,2203.1101,3403.4647,2732.8842,1760.9424,2445.9771,2422.4304,3061.0688,2740.7798,2936.0288,3067.4309,2454.7625,3565.5913,1868.1134
4:40,3336.3553,3653.9051,2851.6082,1958.6888,3958.6913,3409.8482,3291.6986,2098.0659,2244.0977,2243.9498,2019.3884,3040.4009,2316.4182,1961.5505,2976.8457,2455.8633,2979.5627,1854.9859,2254.2429,2912.7309,2689.1238,1815.9435,2117.2807,2487.0809,3016.2333,2884.7575,2898.7979,3104.6271,2449.1378,3524.061,1814.3621
4:45,3353.4253,3751.006,2828.2575,1885.2327,3881.7431,3500.9457,3330.0752,2141.3733,2093.924,2223.2612,2018.5878,3122.4257,2329.2473,2005.2412,2879.7745,2426.5526,2912.3705,1777.6262,1937.8055,2838.4607,2588.6315,1868.3982,2385.6251,2519.7844,2974.5723,2785.8364,2851.9704,3070.8912,2365.4549,3534.192,1824.8133
4:50,3351.946,3604.4977,2924.1324,1810.8332,3993.3768,3590.943,3232.4519,2158.2831,2016.6738,2294.0225,2013.6259,2901.028,2646.4729,1331.026,2783.4883,2786.0765,2956.5382,1728.4957,1888.5128,2835.3862,2634.9617,1833.1445,2422.3432,2523.6256,2958.3863,2859.0128,3077.6883,3099.48,2473.0634,3491.2435,1867.7585
4:55,3425.7297,3152.5429,2980.3963,2033.1108,4049.6515,3644.1874,3244.7294,2080.1386,2058.0769,2414.3507,1857.1085,2785.2626,2534.9168,1393.8842,2892.3056,2605.2506,2991.3823,1673.47,1791.6312,2888.8858,2753.9893,1828.963,2396.612,2482.5892,3094.1997,2876.632,2833.0701,3223.7783,2395.5327,3462.1475,1824.618
5:00,3380.7836,3069.8375,2821.8947,2108.4777,4028.7304,3622.3802,3277.145,2080.3339,2009.4914,2429.4105,1914.0923,2833.4245,2525.3414,1354.0914,3062.3826,2525.0639,3079.1014,1478.9224,1716.8824,2862.0624,2652.9282,1812.0249,2217.7347,2558.7615,3008.0485,3012.9195,2821.2717,3025.7744,2314.4654,3657.5966,1902.1134
5:05,3598.5154,3022.4695,2914.5983,2200.9467,4064.7554,3635.9536,3222.1298,2063.1704,2014.114,2450.4008,1834.9214,2900.3999,2488.5854,1379.3804,3000.7069,2538.429,3156.1812,1470.7739,1708.0472,2783.5505,2576.1493,1921.7773,2469.7149,2524.7396,2974.063,2805.0983,2735.8929,3072.459,2337.1394,3647.8046,1915.4495
5:10,3511.8503,3078.6334,2805.8311,2219.3548,3924.3693,3556.1853,3232.7501,1996.1985,2045.4182,2398.7919,1841.145,2844.193,2517.3033,1468.6431,3055.3925,2618.6737,3121.2774,1562.0404,1637.438,2845.5947,2649.4413,1852.5602,2458.7225,2421.6094,3115.0506,2623.8176,2777.5861,3009.6409,2346.4572,3679.0125,1850.2099
5:15,3572.781,3046.9014,2878.6011,2176.7673,4020.6,3621.8732,3252.6845,2057.4087,2216.9587,2355.4168,1922.5982,2837.5642,2366.0915,1500.2315,2845.9496,2583.9019,3050.1936,1675.961,1661.3066,2861.9445,2641.7142,1804.059,2511.0732,2407.7436,3116.3494,2596.6074,2346.0962,3048.5599,2292.8925,3739.0363,1890.7125
5:20,3475.683,3044.9955,2873.9638,2288.4561,4025.2169,3603.8779,3247.7121,2143.212,2081.3209,2204.9901,1859.1865,2771.3629,2375.8011,1520.7081,2654.1467,2596.9318,2937.2798,1638.9276,1701.7989,2766.962,2742.2973,1835.0373,2535.9837,2497.0471,3190.4463,2688.1274,2314.7918,2905.2885,2376.9201,3715.6366,1888.2083
5:25,3452.7949,3229.2177,2869.7519,2263.7432,4035.894,3589.1759,3388.3381,2233.5557,1937.1176,2211.6332,1807.9339,2906.9884,2451.5124,1480.6741,2704.4056,2561.528,2950.3455,1754.0807,1709.155,2771.4795,2589.3114,1927.9466,2435.8094,2662.9693,3132.5218,2775.7441,2286.7991,2870.3082,2504.3673,3702.5222,1857.0142
5:30,3497.6615,3111.9308,3145.3881,2210.3316,4020.7512,3430.9605,3378.1303,1863.5211,1996.1619,2051.3866,1837.447,2910.4981,2495.1718,1469.5577,2731.1928,2506.4797,2994.0313,1734.717,1740.1645,2524.6904,2681.4233,1946.9952,2490.2774,2453.4227,3162.1301,2767.3983,2422.9592,2879.9218,2352.8367,3836.5169,1864.9997
5:35,3618.5451,3091.7371,3024.2073,2231.5027,3992.0275,3339.9264,3306.0683,1706.6522,2105.1885,2013.1497,1868.1847,2901.2659,2665.0036,1492.3357,2691.8358,2458.2477,3091.6331,1662.0395,1811.7232,2570.1103,2693.0401,2146.697,2690.6655,2405.3756,3246.6186,2822.1712,2395.3124,2864.158,2461.3742,3752.794,1881.6628
5:40,3679.0426,3080.0529,2772.3286,2190.7647,3963.1681,3501.8669,3285.6542,1802.3816,2197.9112,1974.9495,1922.6499,2973.0602,2520.4689,1550.4051,2822.3972,2404.4703,2912.6398,1747.8905,2002.8989,2489.6803,2719.7774,2089.1873,2637.3117,2437.881,3334.0413,2768.8119,2329.7066,2910.8611,2418.4344,3768.2692,1928.7715
5:45,3804.7908,3110.7293,2823.1135,2271.9335,4139.7422,3279.1244,3251.8003,1788.4774,1967.9229,1952.7754,1816.3904,3152.0632,2476.9494,1613.8788,2805.7635,2539.5436,2831.9674,1846.9603,1934.7961,2437.3633,2614.2044,2059.4746,3002.8297,2578.4723,3105.0594,2671.9236,2273.9002,2978.0614,2397.783,3758.2998,1941.7536
5:50,3698.3437,3131.3477,2675.3735,2150.3106,4064.5553,3167.6194,3310.6796,1808.8304,2016.0248,1846.4965,1830.3304,3078.3417,2537.5717,1710.6036,2654.9459,2585.7977,2930.4809,1925.344,2081.1747,2454.744,2707.3143,2060.6064,2910.7093,2541.1627,3142.5333,2751.3007,2252.1317,2955.7639,2448.0293,3866.2455,1946.8143
5:55,3652.1622,3249.3496,2669.6367,1682.8371,4097.959,3161.8393,3063.3624,1634.0551,1910.99,1899.4524,2022.1753,3205.8493,2686.5401,1676.4061,2685.7112,2555.4968,2862.6824,1813.6627,2102.6213,2502.7613,2615.3897,2123.9347,2971.7335,2504.5821,3175.3315,2783.1377,2415.8232,3015.393,2397.3963,3753.2616,1917.1961
6:00,3763.4806,3329.9968,2619.1947,1755.2018,4143.7426,2928.6556,3004.4404,1495.714,1831.7334,1925.3623,2014.9652,3283.6401,2695.9547,1645.5802,2618.9975,2496.9604,2882.434,1725.1313,2111.4606,2374.4295,2592.8996,2162.6518,2904.7825,2533.5543,3269.8789,2754.4772,2358.6716,3039.943,2379.12,3639.1869,1926.4991
